PDB_ID,Experimental,DELTA_TOTAL,VDWAALS,EEL,EPB,ENPOLAR
3d41,,-14.567,-13.984,-9.851,11.096,-1.827
2cts,,-17.267,-9.193,-34.281,28.339,-2.132
3qm1,,-29.963,-29.825,-7.84,10.869,-3.167
2wcm,,-44.871,-43.908,-1.844,4.597,-3.715
6q9s,,-48.841,-47.888,-5.258,9.333,-5.028
1i3n,,-48.719,-50.834,-21.211,29.088,-5.761
4cgn,,-43.232,-44.935,-4.139,10.33,-4.487
5v02,,-29.19,-28.553,-1.81,3.74,-2.567
4y2r,,-31.452,-32.794,-2.264,6.3,-2.695
4kgd,,-83.268,-78.718,-39.098,41.884,-7.337
2iyw,,-32.928,-31.942,-16.095,18.562,-3.454
5grf,,-30.989,-31.655,-9.7,13.81,-3.444
4czm,,-22.398,-44.644,-15.55,42.437,-4.641
5xwj,,-36.199,-24.94,-33.016,24.953,-3.196
1k7e,,-33.284,-33.022,-10.48,13.13,-2.912
5wpl,,-43.469,-42.073,-26.753,29.761,-4.405
5m1r,,-37.742,-33.966,-24.991,24.969,-3.754
4phk,,-20.615,-20.327,-2.842,4.977,-2.422
4onq,,-48.116,-45.82,-19.489,21.413,-4.22
4bw9,,-43.477,-43.375,-28.54,32.607,-4.169
5iwu,,-55.438,-56.71,-8.523,16.258,-6.464
4nb4,,-53.83,-54.043,-19.763,25.147,-5.17
2y3s,,-37.3,-40.386,-2.545,10.47,-4.839
4dho,,-20.669,-19.194,-11.965,13.449,-2.959
6c9n,,-38.366,-34.352,-18.97,18.346,-3.389
4kqw,,-50.407,-48.103,-45.601,48.701,-5.405
4dlu,,-50.157,-50.043,-33.119,37.473,-4.469
5dw6,,-49.968,-52.47,-13.176,21.693,-6.016
3evo,,-26.193,-26.941,-10.466,14.568,-3.353
6deq,,-25.842,-26.052,-3.433,6.83,-3.186
1yno,,-28,-28.285,-11.254,15.042,-3.503
4dhm,,-18.888,-17.994,-11.019,13.089,-2.964
2j4a,,-52.623,-51.967,-4.848,8.373,-4.182
4j0p,,-34.979,-37.725,-3.887,10.762,-4.129
1fwk,,-36.279,-35.419,-16.541,19.42,-3.739
2vk8,,-19.751,-26.584,-35.763,46.106,-3.509
4zte,,-22.811,-22.232,-6.045,8.621,-3.155
2ukd,,-22.208,-23.153,-8.544,12.668,-3.178
1yun,,-27.682,-27.853,-16.569,20.455,-3.715
2gdj,,-30.943,-31.572,-20.922,25.202,-3.65
4lq9,,-28.025,-27.542,-8.289,10.696,-2.891
1kji,,-3.141,-26.18,-9.739,37.277,-4.499
1mmg,,-36.694,-39.64,-16.927,24.313,-4.441
5u23,,-53.996,-58.068,-16.863,26.968,-6.033
6c0p,,-77.969,-77.548,-5.176,11.262,-6.507
1o3n,,-35.691,-29.203,-26.471,22.78,-2.798
1wxg,,-24.495,-23.071,-24.305,25.813,-2.932
5cwa,,-19.292,-20.692,-8.005,12.301,-2.896
5tk7,,-17.106,-28.058,-1.141,16.134,-4.042
3plh,,-13.069,-11.253,-8.745,8.662,-1.733
4em4,,-78.798,-79.604,-33.142,41.566,-7.618
2pa4,,-40.967,-42.094,-27.587,33.354,-4.64
2oln,,-90.36,-91.457,-31.589,40.212,-7.526
4lbw,,-46.898,-46.039,-34.994,38.155,-4.02
5y8z,,-35.132,-34.484,-4.83,7.782,-3.6
2jf9,,-54.379,-52.982,-4.282,8.046,-5.161
4rcz,,-31.605,-29.486,-24.567,26.32,-3.872
3fe1,,-39.631,-41.105,-21.336,26.94,-4.13
2jao,,-26.194,-25.471,-17.855,20.524,-3.393
6b1n,,-39.616,-40.87,-22.172,27.531,-4.105
1xbz,,-8.57,-8.287,-7.451,8.966,-1.799
5d7d,,-45.179,-44.887,-8.938,12.338,-3.693
1ndh,,-71.081,-70.854,-18.557,25.033,-6.702
5i95,,-56.096,-56.698,-20.532,26.988,-5.854
2b9h,,-34.264,-34.093,-18.736,22.53,-3.965
1fx9,,-73.871,-74.007,-6.446,12.954,-6.372
1qzr,,-38.042,-38.866,-8.534,12.476,-3.119
4hn2,,-16.451,-15.539,-21.45,24.072,-3.533
5j4h,,-21.609,-21.406,-2.645,4.53,-2.088
4cbw,,-41.378,-41.08,-29.854,34.194,-4.638
5y8w,,-24.674,-24.586,-2.474,5.383,-2.997
6i4g,,-42.658,-42.865,-26.611,31.612,-4.794
4q3f,,-5.421,-4.972,-6.257,7.086,-1.278
1id0,,-38.309,-37.084,-18.293,21.325,-4.257
2hf3,,-40.936,-39.103,-22.394,24.749,-4.189
2i4o,,-38.623,-38.505,-29.8,33.679,-3.997
2pza,,-29.974,-33.428,-11.256,18.412,-3.701
5obu,,-44.564,-44.557,-34.669,39.24,-4.578
4haw,,-50.222,-47.501,-36.354,38.141,-4.508
4dbr,,-37.779,-40.196,-19.151,25.687,-4.12
1w5t,,-41.126,-40.989,-23.61,27.723,-4.249
2cl7,,-42.551,-40.146,-34.485,36.42,-4.34
4fc6,,-61.481,-62.404,-11.84,19.087,-6.323
5ikh,,-29.962,-30.857,0.016,3.996,-3.116
1rhl,,-26.141,-19.969,-27.836,24.599,-2.936
6c8p,,-9.027,-22.82,-6.868,23.328,-2.668
4p0w,,-5.4,-18.298,-8.47,24.145,-2.777
2bwj,,-15.62,-16.008,-7.815,10.57,-2.367
1xs1,,-28.555,-26.966,-15.752,17.698,-3.535
5jye,,-58.738,-59.8,-22.34,29.01,-5.608
5a65,,-31.581,-29.272,-72.001,73.406,-3.714
2vkf,,-20.687,-20.555,-5.774,8.073,-2.432
2y31,,-53.705,-52.814,-7.985,13.067,-5.973
3rwg,,-103.676,-101.175,-95.556,103.357,-10.301
3wyf,,-48.545,-47.585,-28.276,31.757,-4.442
3i93,,-14.426,-11.541,-17.678,17.089,-2.296
4j96,,-44.35,-43.62,-19.694,23.564,-4.6
1zk0,,-14.912,-15.149,-2.333,4.676,-2.106
1lin,,-42.198,-41.617,-0.841,5.006,-4.746
5xig,,-42.98,-44.121,-5.894,10.779,-3.743
4xnc,,-33.118,-32.003,-8.74,11.06,-3.435
6fbo,,-19.207,-18.39,-14.621,16.475,-2.672
5ni5,,-64.736,-66.189,-6.649,13.84,-5.738
6hnq,,-44.385,-44.614,-24.138,29.64,-5.273
1i7g,,-53.454,-54.798,-8.287,14.892,-5.26
5ujj,,-65.31,-68.229,-14.329,22.363,-5.115
6ag4,,-70.329,-69.234,-18.953,24.716,-6.858
1n5l,,-40.912,-38.477,-18.416,19.209,-3.228
5xk7,,-21.086,-20.532,-15.409,17.698,-2.843
2e6u,,-52.119,-51.4,-18.96,24.391,-6.149
2e8a,,-47.045,-47.744,-35.631,40.982,-4.651
2ork,,-10.517,-8.322,-17.73,17.354,-1.818
1qgx,,-26.715,-29.455,-16.242,22.595,-3.613
2gms,,-18.011,-16.589,-19.312,20.703,-2.813
4jr7,,-40.525,-36.978,-33.103,34.192,-4.636
5ksz,,-31.178,-28.606,-23.404,24.656,-3.824
1hpm,,-39.841,-42.439,-21.498,28.215,-4.119
2y65,,-28.94,-30.533,-9.15,14.567,-3.825
5j3z,,-22.771,-21.998,-8.235,10.511,-3.049
5vcl,,-99.359,-88.969,-106.125,105.564,-9.83
6gjs,,-28.722,-27.838,-13.965,16.611,-3.531
3lo8,,-63.688,-63.035,-19.781,24.962,-5.833
1qr0,,-45.14,-45.822,-17.704,23.499,-5.113
5mqm,,-17.689,-16.504,-13.592,14.662,-2.255
1tbw,,-26.758,-26.17,-11.206,13.818,-3.2
2git,,-93.385,-85.403,-76.612,77.769,-9.139
1pj7,,-49.018,-50.804,-21.253,28.351,-5.313
4rrh,,-47.282,-45.153,-12.486,14.216,-3.859
5l3r,,-42.729,-37.404,-38.117,36.929,-4.137
1gg5,,-19.141,-19.213,-2.86,5.505,-2.573
6c1x,,-18.418,-18.808,-4.471,7.12,-2.259
6hme,,-45.828,-45.041,-5.844,9.193,-4.135
3nag,,-26.76,-27.158,-12.175,15.564,-2.992
1nvv,,-48.82,-49.501,-31.512,36.64,-4.447
1kqp,,-75.323,-80.839,-21.165,34.748,-8.067
1oha,,-25.942,-23.512,-13.786,13.726,-2.37
4ypq,,-55.983,-55.4,-5.626,9.522,-4.479
3dc4,,-23.284,-23.562,-8.088,11.24,-2.874
1ngd,,-41.846,-43.589,-22.443,28.266,-4.082
1feb,,-85.105,-91.802,-30.08,44.374,-7.597
5xtv,,-30.771,-27.778,-21.267,21.897,-3.623
1h78,,-24.649,-21.14,-30.939,31.225,-3.795
3ewa,,-26.842,-27.108,-13.825,17.242,-3.151
4lhw,,-52.582,-49.022,-34.788,35.561,-4.334
5u21,,-43.525,-47.356,-10.936,20.282,-5.514
1pdh,,-16.631,-14.51,-11.287,10.949,-1.783
4i8p,,-70.287,-66.465,-45.303,47.623,-6.141
3lbn,,-48.498,-47.059,-35.396,38.313,-4.356
2q0c,,-29.73,-33.437,-14.024,21.741,-4.009
5cbi,,-20.419,-19.585,-4.452,5.634,-2.016
1w5f,,-38.232,-36.747,-27.452,30.217,-4.249
3km6,,-17.837,-17.309,-3.465,5.425,-2.488
5f5n,,-44.946,-47.639,-4.5,11.44,-4.247
2ol0,,-25.085,-24.054,-13.369,15.303,-2.966
1n5j,,-38.459,-38.756,-26.63,31.223,-4.296
1pox,,-85.685,-81.977,-37.242,40.888,-7.353
5y02,,-19.922,-19.727,-3.976,5.806,-2.025
2blw,,-19.159,-19.007,-5.293,7.105,-1.965
1qqm,,-40.277,-42.875,-21.141,27.893,-4.154
3tyz,,-20.715,-19.437,-9.643,10.331,-1.966
3cyi,,-16.86,-16.959,-12.228,14.81,-2.482
6c17,,-19.314,-19.039,-5.942,7.902,-2.234
3wk7,,-28.953,-29.09,-7.065,10.016,-2.814
4yu7,,-8.244,-7.45,-4.29,4.997,-1.502
6b07,,-23.225,-26.439,-17.174,23.828,-3.439
4o4d,,-10.897,-10.208,-11.597,13.185,-2.277
1h7g,,-29.22,-27.084,-27.253,28.53,-3.413
1v0c,,-66.329,-71.425,-16.114,27.728,-6.518
6ft9,,-34.224,-35.409,-3.663,8.215,-3.368
1vg8,,-50.53,-50.897,-21.474,26.373,-4.531
3zlm,,-37.208,-36.821,-25.037,29.052,-4.401
5ukl,,-61.623,-63.592,-9.646,17.111,-5.497
3ujf,,-14.224,-13.914,-16.401,17.92,-1.829
6b5e,,-28.696,-27.809,-11.553,13.884,-3.218
1ehi,,-24.916,-24.025,-23.917,26.026,-2.999
1s1d,,-29.683,-29.168,-30.433,33.969,-4.05
1mtv,,-47.39,-47.202,-9.876,14.136,-4.448
5ghi,,-37.376,-39.322,-24.953,31.337,-4.438
1s36,,-57.692,-57.379,-8.809,13.415,-4.919
4rxe,,-18.896,-17.988,-18.213,20.387,-3.082
5hjs,,-69.531,-70.072,-5.647,11.96,-5.772
4c68,,-59.76,-63.126,-7.435,17.922,-7.121
3rs5,,-48.71,-46.586,-42.291,44.592,-4.425
1zdw,,-33.858,-34,-13.927,18.119,-4.05
3reg,,-37.442,-37.081,-21.775,25.579,-4.165
3nmn,,-39.163,-38.992,-7.612,10.897,-3.455
4b1x,,-47.853,-49.019,-7.246,12.788,-4.376
1jp4,,-30.805,-33.805,-18.812,25.301,-3.488
3fsy,,-60.408,-59.313,-26.292,32.171,-6.974
3rrf,,-54.756,-53.35,-13.999,19.398,-6.805
1kjj,,-30.382,-25.585,-41.286,40.978,-4.49
5p21,,-46.651,-45.284,-32.502,35.532,-4.397
2qe0,,-56.497,-57.699,-28.634,35.916,-6.08
5dx7,,-26.154,-28.032,-3.345,7.805,-2.582
5cga,,-9.565,-9.473,-1.895,3.373,-1.57
3pk6,,-13.268,-12.139,-8.195,8.786,-1.72
3drw,,-31.503,-31.226,-13.045,15.944,-3.176
4c7i,,-57.034,-60.808,-10.062,20.872,-7.036
5gql,,-22.653,-18.91,-17.76,16.889,-2.873
6fid,,-20.256,-20.762,-4.954,7.369,-1.909
1jg2,,-36.137,-33.002,-17.036,16.851,-2.95
6bzt,,-81.015,-79.084,-27.134,32.699,-7.497
3i3s,,-47.515,-45.822,-31.071,33.717,-4.34
3noj,,-6.896,-7.073,-3.506,4.804,-1.121
4b9b,,-19.525,-20.934,-12.044,16.216,-2.763
5oby,,-43.772,-44.03,-32.125,36.869,-4.486
6cck,,-34.583,-32.99,-8.74,10.541,-3.395
1nsy,,-22.955,-22.82,-13.495,16.615,-3.255
3njn,,-80.192,-70.35,-88.235,85.746,-7.354
1rnj,,-18.869,-18.357,-11.078,13.177,-2.612
3rc1,,-27.189,-27.539,-8.752,12.873,-3.771
5f00,,-39.11,-41.202,-1.399,7.736,-4.244
2b03,,-60.557,-59.091,-15.991,19.831,-5.307
2f6y,,-34.142,-27.12,-19.33,15.421,-3.113
4ch4,,-67.345,-68.077,-18.133,24.654,-5.79
3em1,,-20.873,-21.384,-8.933,12.405,-2.961
5w2q,,-37.518,-37.089,-8.247,11.35,-3.532
1gi0,,-33.03,-31.258,7.582,-6.688,-2.667
6j19,,-35.54,-35.583,-16.832,20.596,-3.721
3lbh,,-50.634,-50.256,-31.419,35.434,-4.392
1dra,,-42.353,-41.148,-13.206,16.657,-4.657
4eaa,,-31.003,-27.976,-22.425,23.243,-3.845
6b1m,,-35.141,-42.63,-23.644,35.758,-4.625
1xef,,-24.401,-23.458,-13.466,15.421,-2.898
3npr,,-72.817,-72.668,-12.05,18.834,-6.932
3mn6,,-39.888,-40.235,-29.653,34.796,-4.796
4pya,,-28.971,-25.059,-18.734,17.739,-2.917
3p48,,-28.186,-27.794,-15.781,18.902,-3.512
4d6p,,-31.421,-30.225,-15.728,17.941,-3.41
1z07,,-42.442,-47.725,-21.599,31.321,-4.439
3plj,,-11.669,-10.469,-7.473,7.967,-1.694
4u00,,-19.259,-19.124,-9.574,12.046,-2.607
1i9z,,-7.563,-7.618,-7.248,9.137,-1.835
6esn,,-65.772,-66.417,-9.17,15.488,-5.673
1yzu,,-47.235,-46.767,-27.312,31.375,-4.53
1uva,,-42.593,-40.359,-4.99,6.612,-3.857
4pjj,,-30.538,-37.036,-15.73,26.054,-3.825
2vwt,,-7.563,-8.88,-6.735,9.526,-1.473
5k0f,,-36.942,-38.743,-4.547,10.181,-3.833
1umb,,-35.359,-40.515,-54.506,64.276,-4.615
3dyg,,-9.876,-9.785,-75.628,78.4,-2.863
5o6j,,-50.234,-51.982,-6.056,13.288,-5.483
5ku9,,-49.98,-49.039,-6.278,9.885,-4.548
1nhi,,-17.872,-39.83,-6.336,32.893,-4.598
2qwp,,-34.886,-42.963,-17.129,29.469,-4.263
1pnl,,-21.202,-19.52,-8.642,8.945,-1.985
3el2,,-40.694,-40.968,-30.611,35.558,-4.672
3hnc,,-29.993,-27.863,-17.645,19.119,-3.605
3q85,,-36.698,-31.341,-31.861,29.846,-3.343
4n95,,-18.948,-18.894,-4.42,6.402,-2.035
5b4v,,-11.941,-12.556,-6.773,9.099,-1.712
5boe,,-9.975,-10.709,-11.342,13.931,-1.856
4v3c,,-34.206,-30.567,-31.252,30.82,-3.207
6fd6,,-23.989,-25.018,-15.695,20.023,-3.299
5i8f,,-25.048,-25.25,-2.588,5.649,-2.859
3vkc,,-46.961,-47.389,-8.696,13.621,-4.498
4h2z,,-75.466,-72.125,-16.045,20.735,-8.032
2our,,-26.124,-29.247,-4.913,11.433,-3.397
5gsp,,-29.995,-25.81,-21.897,20.735,-3.023
1ufy,,-7.297,3.367,-40.513,31.125,-1.276
6gpt,,-20.2,-27.322,-1.838,12.732,-3.771
4o2l,,-39.476,-43.163,-23.734,31.981,-4.56
5br7,,-8.385,-11.942,-4.246,9.964,-2.161
5g3n,,-32.969,-47.994,8.877,10.525,-4.377
5eyg,,-25.691,-31.43,-14.952,24.757,-4.066
5mbk,,-5.316,-19.602,5.101,11.744,-2.56
5vw6,,-69.535,-68.269,-35.079,40.054,-6.242
4qya,,-15.443,-14.911,-4.149,5.697,-2.08
2gtw,,-86.12,-78.28,-64.363,64.578,-8.055
1t9c,,-22.042,-21.965,-4.683,7.516,-2.91
1w0j,,-33.627,-35.496,-16.237,22.27,-4.164
5ik0,,-38.874,-38.223,-14.394,18.09,-4.348
6c5u,,-38.122,-36.305,-26.045,28.594,-4.366
1nzz,,-68.355,-68.653,-23.779,30.129,-6.052
5f6m,,-21.361,-20.942,-6.315,7.841,-1.945
3pks,,-12.196,-11.052,-8.013,8.648,-1.779
6qlh,,-37.929,-35.269,-15.746,16.979,-3.893
2jky,,-34.628,-35.197,-27.009,31.085,-3.507
4ajs,,-23.637,-24.815,-5.583,9.749,-2.987
1hck,,-41.427,-39.229,-29.324,31.626,-4.499
5mfe,,-131.945,-58.262,-1067.766,1001.619,-7.535
5hht,,-23.256,-19.115,-75.221,74.123,-3.044
5afx,,-37.254,-28.866,-85.845,82.078,-4.622
3q86,,-26.259,-26.991,-22.059,26.892,-4.101
5d41,,-39.409,-41.316,-23.845,30.348,-4.597
5llb,,-39.923,-40.563,-30.01,36.125,-5.476
5fqp,,-52.19,-50.553,-5.856,8.743,-4.523
1ozh,,-40.048,-36.837,-21.573,22.145,-3.783
1lrl,,-42.037,-46.279,-16.15,25.544,-5.153
1yzn,,-47.477,-47.109,-29.21,33.284,-4.442
4qfz,,-8.647,-8.194,-7.887,9.181,-1.747
4b0h,,-17.782,-17.362,-7.556,9.315,-2.179
4y9b,,-31.098,-30.003,-1.944,4.454,-3.605
2x5f,,-18.275,-18.98,-5.892,9.146,-2.549
3esz,,-56.372,-53.701,-21.972,23.421,-4.12
6gqr,,-33.175,-33.659,-17.524,22.264,-4.256
2x7d,,-38.401,-38.069,-7.17,10.152,-3.314
3ghs,,-43.129,-42.429,-9.028,12.221,-3.893
5ex5,,-40.409,-44.226,-20.659,28.701,-4.224
4xb5,,-96.529,-93.812,-5.134,10.338,-7.92
4j1h,,-36.338,-38.827,-3.754,10.505,-4.261
5wdo,,-48.77,-48.155,-31.977,35.813,-4.451
6r2a,,-38.292,-37.895,-17.544,22.029,-4.883
3plm,,-12.52,-10.25,-11.713,11.123,-1.681
6hph,,-41.63,-41.148,-16.122,19.547,-3.908
1lfd,,-51.176,-49.534,-32.813,35.665,-4.493
4ag5,,-25.728,-25.241,-18.231,21.007,-3.263
4emw,,-86.433,-87.026,-28.794,36.917,-7.53
4nte,,-88.354,-86.48,-37.594,43.293,-7.572
4tla,,-38.941,-41.974,-16.97,24.047,-4.044
1mq4,,-35.984,-31.956,-31.804,31.759,-3.984
5cbj,,-21.407,-22.234,-3.307,6.685,-2.551
3gjx,,-54.462,-51.597,-38.402,39.969,-4.433
5j9a,,-38.907,-39.088,-33.051,37.201,-3.97
5i0m,,-24.079,-23.975,-21.654,24.698,-3.148
3hza,,-22.135,-20.41,-16.895,17.865,-2.695
5bsu,,-58.532,-61.597,-18.577,26.591,-4.948
1k6e,,-13.341,-13.631,-3.022,4.932,-1.62
4n94,,-17.261,-16.618,-2.727,3.997,-1.912
3kkn,,-30.146,-32.127,-25.663,31.67,-4.027
3vmf,,-44.847,-46.607,-37.177,43.356,-4.419
6ep8,,-62.976,-63.459,-27.44,33.673,-5.75
5oe6,,-55.268,-52.663,-18.999,20.764,-4.37
4gm1,,-28.822,-28.747,-12.371,15.883,-3.587
3fcc,,-37.363,-36.146,-30.828,34.082,-4.47
3hsg,,-12.813,-27.182,-6.218,24.47,-3.884
6uf0,,-58.663,-58.188,-12.401,16.625,-4.699
6i7l,,-32.268,-33.301,-17.573,22.65,-4.044
5xt4,,-22.696,-26.812,-51.534,59.8,-4.149
5x40,,-29.823,-30.099,-13.598,17.22,-3.346
5m27,,-46.541,-45.606,-15.529,18.802,-4.208
1nlk,,-31.011,-30.049,-17.249,20.118,-3.831
2ejf,,-47.349,-44.163,-13.897,13.553,-2.842
5mzn,,-16.837,-21.455,-1.381,8.908,-2.908
2bme,,-39.911,-41.424,-30.215,35.969,-4.241
2j9y,,-37.304,-34.166,-24.598,24.75,-3.29
5jid,,-15.859,-15.478,-1.277,2.941,-2.046
5fkm,,-33.649,-33.775,-5.439,9.482,-3.917
6deo,,-24.598,-24.823,-4.429,7.651,-2.997
3hqd,,-33.777,-39.616,-16.423,26.544,-4.282
2v6k,,-37.662,-35.761,-20.154,22.832,-4.58
5lu6,,-3.62,-3.218,-5.147,5.762,-1.018
5fwd,,-48.044,-42.451,-69.742,68.098,-3.95
3t9c,,-12.91,-12.871,-18.936,21.954,-3.057
5g44,,-31.663,-32.595,-2.341,5.875,-2.601
4ch5,,-68.533,-69.467,-20.661,27.342,-5.748
3rc2,,-26.892,-27.704,-6.334,10.887,-3.741
2xi3,,-21.633,-21.741,-19.773,23.955,-4.073
1ek6,,-44.308,-47.96,-19.539,28.427,-5.236
5ixg,,-107.773,-105.395,-5.636,13.053,-9.795
3fj4,,-16.595,-15.323,-11.706,12.304,-1.869
6gsp,,-27.078,-23.018,-21.527,20.398,-2.931
5aqy,,-30.718,-30.265,-12.542,15.172,-3.083
4ajb,,-9.61,-10.037,-11.56,14.104,-2.117
1r2q,,-50.829,-49.195,-31.01,33.83,-4.454
1wdt,,-40.108,-41.494,-27.738,33.503,-4.38
3u3h,,-8.773,-7.479,-13.718,14.008,-1.584
2a5x,,-5.149,-4.334,-21.808,21.826,-0.833
3mkh,,-57.474,-56.201,-14.78,19.696,-6.189
1t1s,,-22.394,-17.808,-25.341,23.738,-2.983
5wm4,,-58.558,-57.014,-19.541,22.628,-4.631
6cgf,,-73.244,-73.28,-4.593,10.648,-6.02
3o4m,,-13.253,-13.98,-3.526,5.998,-1.745
3hy0,,-53.623,-51.404,-24.779,26.599,-4.039
3tkl,,-49.467,-43.806,-39.338,38.118,-4.442
1f9w,,-31.232,-32.041,-17.625,22.237,-3.803
4oop,,-48.808,-46.502,-33.744,35.373,-3.934
4aq0,,-17.697,-16.576,-11.22,12.237,-2.139
5kf6,,-17.019,-15.883,-9.899,10.497,-1.734
4c6w,,-74.135,-75.698,-4.124,13.486,-7.798
6exk,,-43.794,-47.288,7.065,1.005,-4.575
6ew8,,-32.565,-31.576,-4.263,6.107,-2.834
4hax,,-52.474,-53.563,-25.49,31.106,-4.527
1w55,,-14.687,-13.636,-4.859,6.15,-2.343
1v5g,,-34.296,-31.703,-72.938,74.08,-3.735
1s0r,,-20.846,-20.792,-6.988,8.892,-1.958
1q23,,-39.765,-39.178,-2.874,6.987,-4.701
4paq,,-49.646,-52.366,-25.992,33.418,-4.706
5iar,,-50.666,-34.645,-79.67,68.192,-4.543
1oyo,,-14.341,-15.418,-3.59,6.473,-1.806
4tl6,,-23.724,-23.503,-14.88,17.81,-3.151
2ez9,,-39.597,-35.302,-65.72,65.784,-4.359
6g5j,,-41.933,-43.058,-5.366,10.931,-4.439
1nmd,,-39.701,-41.766,-27.261,34.118,-4.791
1esq,,-17.934,-17.077,-7.333,8.764,-2.288
3lu1,,-46.892,-48.118,-20.785,27.414,-5.403
5jzj,,-38.171,-36.399,-22.746,25.173,-4.2
3gpa,,-20.514,-18.878,-11.509,12.634,-2.761
1ide,,-8.884,-7.82,-16.497,17.488,-2.055
5nub,,-34.706,-32.812,-7.343,8.907,-3.459
1h7l,,-35.555,-35.702,-22.452,26.387,-3.788
2v21,,-24.012,-20.582,-16.067,15.674,-3.037
1hzj,,-47.356,-50.98,-19.148,28.606,-5.835
3oiv,,-47.804,-46.948,-36.293,39.831,-4.395
1x2b,,-25.195,-27.104,-5.562,10.311,-2.839
6gfa,,-42.473,-42.164,-27.88,32.068,-4.498
1vah,,-10.83,-10.581,-2.74,4.072,-1.58
5az1,,-66.821,-64.411,-27.035,31.1,-6.475
6dw3,,-34.922,-31.872,-30.974,32.098,-4.174
1lii,,-33.146,-29.641,-21.23,20.704,-2.979
5jao,,-28.077,-27.36,-0.583,2.876,-3.01
4q5h,,-37.848,-37.172,-20.227,23.897,-4.346
3g51,,-44.765,-44.123,-30.815,34.684,-4.511
5g0v,,-53.953,-55.453,-8.19,14.961,-5.272
4bq3,,-27.483,-26.032,-12.631,14.603,-3.423
2asm,,-76.994,-76.064,-8.008,14.268,-7.189
4n0d,,-50.96,-54.944,-24.563,33.229,-4.682
1fy7,,-61.779,-60.988,-22.52,28.213,-6.485
1f8i,,-11.093,-9.444,-12.694,12.725,-1.68
3k9n,,-39.574,-37.477,-31.037,33.113,-4.172
4dsc,,-24.369,-28.946,-7.749,15.852,-3.526
2hfu,,-21.06,-12.231,-60.906,54.161,-2.084
2r85,,-24.345,-23.489,-17.229,19.728,-3.354
4bix,,-32.717,-34.981,-13.398,19.704,-4.042
4mb2,,-40.972,-38.745,-24.027,25.993,-4.192
5mf5,,-38.404,-44.72,-11.956,23.235,-4.963
4gvj,,-32.667,-33.093,-14.135,18.453,-3.891
6cbk,,-18.852,-18.963,-10.842,13.673,-2.72
3wo0,,-23.949,-47.918,51.166,-21.629,-5.568
6c2q,,-40.595,-37.162,-10.471,10.563,-3.525
5am5,,-36.908,-36.004,-6,8.533,-3.438
1p43,,-6.612,-13.907,-16.719,26.047,-2.033
2g1a,,-12.876,-24.948,-5.878,21.162,-3.211
5wzs,,-36.244,-52.106,6.515,13.938,-4.59
3t7a,,-35.184,-34.464,-20.752,24.006,-3.974
5xk8,,-31.332,-30.219,-10.521,13.015,-3.607
1q6t,,-57.956,-52.843,-23.499,24.637,-6.251
2xh4,,-15.38,-15.513,-16.665,18.689,-1.891
2fpk,,-28.055,-28.591,-9.045,12.787,-3.205
2qwm,,-34.842,-42.838,-16.053,28.31,-4.262
4dxj,,-7.876,-13.609,-11.505,20.082,-2.845
4mpr,,-33.286,-31.459,-59.339,61.042,-3.531
4to0,,-33.435,-30.548,-26.065,27.233,-4.055
5eco,,-26.308,-26.241,-11.075,14.395,-3.386
6gqx,,-42.27,-40.847,-45.019,47.326,-3.73
5uhv,,-46.588,-44.316,-30.857,32.962,-4.376
2by8,,-18.774,-18.74,-5.707,7.597,-1.924
5w3q,,-71.378,-72.183,-21.757,28.948,-6.387
1eft,,-47.147,-45.028,-32.982,34.897,-4.034
3hji,,-77.463,-76.479,-19.495,25.386,-6.876
3dcj,,-42.97,-42.625,-12.096,16.486,-4.736
5ow8,,-32.706,-39.884,2.652,8.011,-3.485
6ac9,,-20.165,-24.476,-7.422,15.228,-3.495
5k1p,,-32.454,-42.967,-5.164,19.57,-3.894
3dgq,,-16.344,-15.961,-2.988,4.925,-2.321
6b04,,-20.359,-19.488,-67.326,69.403,-2.948
3lnt,,-15.664,-0.076,-75.076,60.96,-1.472
2wcj,,-38.769,-36.881,-2.963,4.7,-3.625
6flu,,-23.65,-22.579,-7.666,9.306,-2.711
1qb7,,-14.727,-14.628,-4.126,5.939,-1.912
3w1v,,-36.123,-38.058,-21.082,28.306,-5.289
3zyc,,-40.287,-49.964,-21.816,36.182,-4.69
2wvg,,-17.655,-35.482,-1.811,23.512,-3.873
4obp,,-33.808,-32.629,-5.271,6.998,-2.906
5x2a,,-55.528,-58.087,-8.349,15.933,-5.026
6aid,,-9.655,-9.826,-2.935,4.57,-1.465
2j59,,-40.855,-44.299,-25.432,33.06,-4.184
1nlv,,-34.429,-37.913,-21.158,29.31,-4.669
6b4k,,-39.671,-40.493,-25.57,30.558,-4.166
2rht,,-30.648,-31.597,-6.812,10.892,-3.131
1kdm,,-49.555,-47.908,-6.34,8.228,-3.535
2ior,,-25.299,-28.821,-3.99,11.226,-3.715
2hv5,,-47.198,-47.474,-6.461,10.806,-4.07
3qur,,-32.895,-33.054,-14.602,18.516,-3.755
2a84,,-42.422,-41.875,-25.194,28.81,-4.162
6b89,,-32.409,-32.6,-3.526,8.252,-4.535
2wgg,,-34.123,-33.051,-6.25,7.968,-2.791
1yzk,,-44.65,-42.174,-28.084,29.905,-4.298
4wn0,,-3.4,-4.511,-4.216,6.397,-1.07
2qo9,,-32.401,-32.211,-20.225,24.284,-4.248
